ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Brand

21710,simple,BSA-00012-C,,Industrial Sewing Machine Bobbin Winder Rubber Ring,1,0,visible,"The Winder Rubber Ring is made from high-quality rubber for durability and smooth bobbin winding. An essential spare part for sewing machines, it ensures optimal performance and is easy to install and replace. Compatible with various models, it helps maintain consistent thread tension for hassle-free sewing.","Durable &amp; High-Quality Material: The Winder Rubber Ring is made from premium-quality rubber, ensuring durability and long-lasting performance. Designed to provide optimal friction and grip, this rubber ring helps in the smooth operation of your sewing machine’s bobbin winder.
\n
\nEssential Spare Part for Sewing Machines: This winder rubber ring is a must-have replacement part for maintaining the efficiency of your sewing machine. Over time, bobbin winder rings can wear out due to continuous use, affecting the winding process. Replacing a worn-out ring with a high-quality one ensures seamless functionality and prevents thread winding issues.
\n
\nEasy Installation &amp; Replacement: Designed for convenience, this sewing machine winder ring is easy to install and remove. You can quickly replace the old or worn-out rubber ring without requiring any special tools. Simply remove the damaged ring and fit the new one in place for a smooth and hassle-free bobbin winding experience.
\n
\nWide Compatibility &amp; Reliable Performance: Suitable for various sewing machine models, this winder rubber ring ensures stable performance and precise winding. It helps in maintaining consistent thread tension, preventing uneven winding that could lead to thread breakage or machine jamming.
\n
\nCompact &amp; Efficient: This small yet essential accessory plays a crucial role in ensuring the efficiency of your sewing machine. Whether you're a professional tailor or a sewing enthusiast, having a reliable winder rubber ring enhances the overall sewing experience by keeping your machine in top working condition.",,,taxable,,1,48,,0,0,0.04,,,,1,,2000,2500,Bobbins & Bobbin Cases,"bobbin, bobbin case, bobbin winder, realer, shuttle",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Industrial-Sewing-Machine-Bobbin-Winder-Rubber-Ring9-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Industrial-Sewing-Machine-Bobbin-Winder-Rubber-Ring2-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Industrial-Sewing-Machine-Bobbin-Winder-Rubber-Ring3-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Industrial-Sewing-Machine-Bobbin-Winder-Rubber-Ring4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Industrial-Sewing-Machine-Bobbin-Winder-Rubber-Ring5-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Industrial-Sewing-Machine-Bobbin-Winder-Rubber-Ring6-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Industrial-Sewing-Machine-Bobbin-Winder-Rubber-Ring8-1.jpg",,,,,,,,,0,,

21713,simple,BSA-00013-C,,Industrial Special Bead Sewing Foot,1,0,visible,"The Bead Sewing Foot is a specialized presser foot for industrial sewing machines, designed to sew over beaded and sequined fabrics effortlessly. It eliminates the need for hammering beads, prevents needle breakage and thread snapping, and protects the fabric’s structure. Achieve smooth, professional results with ease!","Specialized for Beaded &amp; Sequined Fabrics: The Bead Sewing Foot is an essential presser foot attachment designed for industrial sewing machines, making it easier than ever to sew over beaded and sequined fabrics. If you've been struggling with broken beads, snapped needles, or damaged fabric while working with delicate embellishments, this foot is the perfect solution.
\n
\nSay Goodbye to Hammering Beads: Traditionally, many sewists resort to hammering beads to create a clear stitch path, but this weakens the underlying mesh and affects the durability of the garment. With the Bead Sewing Foot, you can now sew directly over beaded and sequined fabrics without any extra preparation—no more hammering, no more frustration!
\n
\nProtects Your Needles, Thread &amp; Fabric: This presser foot is engineered to glide over beads and sequins, reducing the risk of needle breakage and thread snapping. It also preserves the integrity of delicate mesh fabrics, preventing unnecessary damage and ensuring a stronger, more durable stitch line.
\n
\nProfessional-Quality Finishing: Whether you’re working on bridal gowns, haute couture pieces, or decorative costumes, this foot helps you achieve smooth, even stitches without disruptions. It allows for effortless sewing, making intricate projects more manageable and time-efficient.
\n
\n✅ No more hammering beads—saves time and protects fabrics
\n
\n✅ Prevents needle breakage and thread snapping
\n
\n✅ Keeps the underlying mesh intact for a stronger stitch line
\n
\n✅ Achieves smooth, professional results with ease",,,taxable,,1,100,,0,0,0.03,,,,1,,16500,17000,"Sewing Machine Foots > Industrial Sewing Machine Foots & Attachments, Sewing Machine Foots","beaded fabrics, beading foot, evening dresses, sewing machine foot, wedding dresses",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Industrial-Special-Bead-Sewing-Foot5.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Industrial-Special-Bead-Sewing-Foot4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01W1C6571QblCFCmiVv_2217337301995-0-cib-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01s7tepg1QblCDAtiKH_2217337301995-0-cib-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01qghb3D1QblCF21XRZ_2217337301995-0-cib-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01Al7oh01QblCGPd07j_2217337301995-0-cib-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01P0zGcV1QblCHHuWSz_2217337301995-0-cib-1.jpg",,,,,,,,,0,,

21714,simple,BSA-00014-C,,Dressmaker’s Rectangle Chalk,1,0,visible,"This Tailor Chalk Marker Set includes 4 durable, clay-based chalks in different colours, perfect for marking various fabrics. Easy to use, they create clean lines that remove effortlessly, making them ideal for both home and professional dressmaking.
\n
\n&nbsp;","This tailor chalk marker set comes with 4 pieces of dressmaker’s chalk, perfect for all your dressmaking needs.
\n
\nThe set includes 4 different colours, each suitable for different coloured fabrics, making it ideal for both home dressmaking and professional tailoring.
\n
\nThese clay-based sewing chalk markers have high chromaticity and are not easy to break, ensuring they last for a long time.
\n
\nThe chalk markers are easy to use, making marking and removing from the fabric effortlessly. They produce nice clean lines without too much pressure and rub off very easily, as you would expect from tailor's chalk.
\n
\nEach individual chalk is sandwiched between its own piece of packaging box, ensuring safe delivery and convenient storage.",,,taxable,,1,30,,0,0,0.08,,,,1,,3000,3500,Fabric Chalk & Markers,"fabric chalk, fabric marker, marker, sewing chalk",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Dressmakers-Rectangle-Chalk.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Dressmakers-Rectangle-Chalk1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Dressmakers-Rectangle-Chalk2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Dressmakers-Rectangle-Chalk3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Dressmakers-Rectangle-Chalk5.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Dressmakers-Rectangle-Chalk6.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Dressmakers-Rectangle-Chalk7.jpg",,,,,,,,,0,,

21715,simple,BSA-00015-C,,Cut Free Invisible fabric Pencil,1,0,visible,"This set includes 12 sewing fabric pencils in black, grey, and white, perfect for marking fabrics or drafting patterns. The 17 cm pencils are easy to use—simply tear off the paper to reveal the nib. The markings can be easily removed with heat, making them ideal for various materials like cloth, leather, and paper.","What you get: You will receive a box of 12 pcs sewing fabric pencils of 3 colours; black, grey and white, enough to mark on fabric or draft patterns, which can meet the different needs of your daily sewing life
\n
\nDimensions: Pencil shape, length 17 cm/6.7 inches, thickness 8 mm/0.31 inches.
\n
\nEasy to use: The marker pen is a free-cutting design, no sharpener is needed, just tear off the paper roll and the nib will come out
\n
\nEasy to clean: The markings of this grease pencil are easy to clean with heat, just use your pressing iron.
\n
\nVersatility: The pencil can mark on cloth, leather, paper, wood, plastic, etc. It is very suitable for household sewing and tailoring, making your marking, drawing and drawing easier.",,,taxable,,1,25,,0,0,0.14,,,,1,,8000,8500,Fabric Chalk & Markers,"fabric chalk, fabric marker, marker, sewing chalk, simple products",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Cut-Free-Invisible-fabric-Pencil.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Cut-Free-Invisible-fabric-Pencil1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Cut-Free-Invisible-fabric-Pencil2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Cut-Free-Invisible-fabric-Pencil3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Cut-Free-Invisible-fabric-Pencil5.jpg",,,,,,,,,0,,

21721,simple,BSA-00016-C,,Rechargeable Fabric Shaver,1,0,visible,"Keep your garments looking new with this stainless-steel fabric pilling remover, designed for efficient fuzz removal. Featuring six rotary blades, it trims fabric pills neatly while preserving clothing. Built-in safety features prevent accidents, and its ergonomic design ensures a comfortable grip. Perfect for sweaters, scarves, sofas, and more, this tool restores fabrics with ease.","Premium Fabric Pilling Remover – Keep Your Clothes Looking New
\n
\nSay goodbye to unsightly fabric pills and fuzz with our high-quality fabric pilling remover, expertly designed to restore your garments to their original smooth and pristine condition. Made with solid stainless steel and durable PP materials, this fabric shaver offers long-lasting performance and efficient fuzz removal, ensuring your clothes, upholstery, and other fabrics remain immaculate for years to come.
\n
\nSuperior Efficiency for Fabric Renewal
\n
\nOur fabric pilling remover is equipped with six sharp rotary blades, allowing it to effectively trim and remove lint, fuzz, and pilling from various fabrics with precision. Whether you're refreshing your Favorite sweater, coat, or upholstered furniture, this device ensures even trimming without damaging delicate fibbers, leaving your fabrics looking as good as new. The powerful motor ensures fast and effortless removal of unwanted fuzz, restoring your garments instantly.
\n
\nEnhanced Safety Measures for Worry-Free Use
\n
\nSafety is a top priority, and our fabric pilling remover is designed with innovative protective features to prevent accidental injuries. The built-in automatic contact button instantly cuts off power when necessary, ensuring safe operation at all times. Additionally, the mesh cover features a bounce-off mechanism, further protecting you from potential harm. The device is crafted to prevent hand injuries, making it a reliable tool for both professionals and everyday users.
\n
\nGentle Yet Effective Garment Care
\n
\nUnlike traditional lint removers, our fabric shaver features a uniquely designed grille that efficiently removes pills without damaging the underlying fabric. The solid stainless-steel grille maintains its shape even under pressure, ensuring precise and gentle trimming. The ergonomic, slightly curved body design provides a comfortable grip, allowing for effortless handling and extended use without strain.
\n
\nVersatile Usage – Suitable for Various Fabrics
\n
\nWhether you're refreshing thick woollen sweaters, delicate scarves, leggings, sofa cushions, or car seat covers, this fabric pilling remover is versatile enough to handle various materials with ease. It works efficiently on heavy knits, fine fabrics, and even plush toys, making it a must-have for garment maintenance, upholstery care, and fabric restoration.
\n
\nUpgrade Your Fabric Care Routine Today!
\n
\nInvest in a premium fabric pilling remover that offers durability, efficiency, and safety. Restore your Favorite outfits and furniture effortlessly while enjoying a professional-level garment care experience at home. Keep your clothes, furniture, and fabrics looking flawless with this powerful, easy-to-use fabric shaver—an essential tool for every wardrobe and home!",,,taxable,,1,18,,0,0,0.3,,,,1,,15000,15500,Others,"fabric shaver, lint remover, Lint roller",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Rechargeable-Fabric-Shaver.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Rechargeable-Fabric-Shaver1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Rechargeable-Fabric-Shaver2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Rechargeable-Fabric-Shaver4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Rechargeable-Fabric-Shaver5.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Rechargeable-Fabric-Shaver6.jpg",,,,,,,,,0,,

21723,simple,BSA-00017-C,,DIY Sewing Kit Set,1,0,visible,"Premium Wooden Sewing Box – Complete Kit for Every Sewer!
\n
\nThis elegant wooden sewing box includes 20 sewing threads, thread cutters, buttons, measuring tape, needle threaders, pins, needles, a seam ripper, a thimble, a tomato pin cushion, and a strawberry emery. Designed for convenience, it features a removable tray, ergonomic handle, and secure magnetic closure. Perfect for beginners and professionals, it makes an ideal gift for sewing enthusiasts on any occasion!","This Sewing Box includes a comprehensive set of sewing accessories, featuring 20 sewing threads, 2 different types of thread cutters, buttons, measuring tape, needle threaders, sewing pin, needles, seam ripper, thimble. As a bonus, it comes with a tomato pin cushion and a strawberry emery, making it the ultimate Sewing Kit for any sewing enthusiast.
